No,Destination Name,Address,Subdistrict,Regency,Latitude,Longitude,Category,Ratings,Google Review Count
796,Taos House Nusa Lembongan by Best Deals Asia Hospitality,"8C7P+CH9 nusa lembongan, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
797,Bintang Bungalow Nusa Penida,"Penida Island, Nusa Penida, Klungkung, Bali, Indonesia",Klungkung,Klungkung,,,Stays,,
798,Hotel Lestari Gilimanuk,"Jalan Gilimanuk - Negara KM.3, Gilimanuk, Gilimanuk, Jembrana, Gilimanuk, Kec. Melaya, Kabupaten Jembrana, Bali 82253, Indonesia",Jembrana,Jembrana,,,Stays,,
799,Rise Apartment Sanur,"Jl. Kutat Lestari Gg. Uma Lestari, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Kuta,Denpasar,,,Stays,,
800,Wadari Retreat Villa Ubud,"Jln Raya Kengetan, Singekerta, Singapadu Kaler, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
801,Ocean Brothers Ceningan,"Ceningan Island, Lembongan, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
802,Asri Sari Ubud Resort & Villa,"Jl. Lodsema Jl. Raya Mawang, Lodtunduh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80582, Indonesia",Ubud,Gianyar,,,Stays,,
803,Respati Beach Hotel,"Jl. Danau Tamblingan No.33, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
804,Bali Mountain Retreat,"Bali Mountain Retreat, Jalan Arjuna Br. Biyahan, Wanagiri, Kec. Selemadeg, Kabupaten Tabanan, Bali 82162, Indonesia",Selemadeg,Tabanan,,,Stays,,
805,Wawa Wewe II Villas,"Bunutan, Abang, Karangasem, Bali 80353, Indonesia",Abang,Karangasem,,,Stays,,
806,Tirta Ening Agung Hotel,"Jl. Tirta Ening No.8, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali, Indonesia",Selat,Denpasar,,,Stays,,
807,Antari Hotel Pemuteran,"Pemuteran, Gerokgak, Buleleng, Bali, Indonesia",Buleleng,Buleleng,,,Stays,,
808,Trijaya Guest House,"Singaraja, TRIJAYA Guest House, Jalan Raya Seririt-Gilimanuk, Pemuteran, Gerokgak, Buleleng, Bali 81155, Indonesia",Buleleng,Buleleng,,,Stays,,
809,Interconnection Kuta,"Jl. Kartika Plaza No.17X, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
810,Bukit Permata Lembongan,"8C5V+3HF, Jl. Ancak Sari, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
811,OYO 90895 Giri Puspa Guest Hose,"Jl. Giri Puspa No.C14, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
812,Balitone Guest House,"Jl. Gunung Lumut No.22X, Padangsambian Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80117, Indonesia",Denpasar Barat,Denpasar,,,Stays,,
813,Made House Sanur,"Jl. Bypass Ngurah Rai No.79, Sanur Kaja, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Selat,Denpasar,,,Stays,,
814,Flamingo Dewata Suite,"Jl. Raya Uluwatu Pecatu, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
815,Uma Kutuh 2,"G72C+763, Jl. Tirta Tawar, Kutuh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
816,Utari Residence Legian,"Jl. Nakula 5 No.11B, Legian, Bali, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
817,Margareth Homestay,"Jl. Kubu Mangong, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
818,Jesen's Inn 2,"Jl. Kubu Anyar Gg. Kresek No.7, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
819,Balian Paradise Resort,"Br. Pengasahan, Jl. Pantai Balian Jl. Surabrata, Lalanglinggah, Kec. Selemadeg Bar., Kabupaten Tabanan, Bali 82162, Indonesia",Selemadeg,Tabanan,,,Stays,,
820,Yuda Homestay Nusa Penida,"8GC9+H6C, Ped, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
821,Dream Beach Cottages,"Dream Beach and Sunset Beach Lembongan Island, Jungutbatu, Kec. Nusa Penida, lembongan, Bali 80371, Indonesia",Nusa Penida,Badung,,,Stays,,
822,Mejore Beach Hotel,"Jl. I Ketut Natih, Abang, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia",Abang,Karangasem,,,Stays,,
823,Bali Bobo Hostel,"Jl. Panorama Jimbaran, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
824,Hill Dance Bali American Hotel,"Jl. Pantai Balangan No.100 X3, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80239, Indonesia",Kuta,Badung,,,Stays,,
825,The Visala Boutique Suite Seminyak,"Jl. Cendrawasih No.8, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
826,Hartaning House by Pramana Villas,"Jl. Tirta Tawar No.20, Petulu, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
827,Green Beach Inn,"8H9F+RPC, Batununggul, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
828,White Sandy Beach Menjangan,"Menjangan Island, Sumber Klampok, Gerokgak, Buleleng, Bali, Indonesia",Buleleng,Buleleng,,,Stays,,
829,Scuba Tribe Bali,"Tulamben, Kubu, Karangasem, Bali 80853, Indonesia",Karangasem,Karangasem,,,Stays,,
830,White Sandy Beach Menjangan,"Menjangan Island, Sumber Klampok, Gerokgak, Buleleng, Bali, Indonesia",Buleleng,Buleleng,,,Stays,,
831,Scuba Tribe Bali,"Tulamben, Kubu, Karangasem, Bali 80853, Indonesia",Karangasem,Karangasem,,,Stays,,
832,The Amrita Salt Farm Villas,"Jl. Kayu Dui, Dusun Sukadarma, Tejakula, Tejakula, Buleleng, Kabupaten Buleleng, Bali 81173, Indonesia",Buleleng,Buleleng,,,Stays,,
833,Balisanti Bungalows,"Jl. Raya Candidasa, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80871, Indonesia",Karangasem,Karangasem,,,Stays,,
834,Aru House Ubud,"Jl. Monkey Forest No.68, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
835,Mutiara Kost - Imam Bonjol Denpasar,"Jl Imam bonjol Gg. Marga Agung I No 10, Pemecutan Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80119, Indonesia",Marga,Denpasar,,,Stays,,
836,Desila Beach House,"Dusun Karangsari, Suana, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
837,Kencana Ubud Cottage,"Ubud, Gianyar, Bali, Indonesia",Ubud,Gianyar,,,Stays,,
838,Svaha Ubud,"Lodtunduh, Ubud, Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
839,Sahera Hotel Karangasem,"Jalan Raya Bunutan, Abang, Purwakerti, Karangasem, Karangasem, Bali 80852, Indonesia",Abang,Karangasem,,,Stays,,
840,Hotel The Flora Kuta Bali,"Jl. Bakung Sari No.13A, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
841,Darba Guest House,"Jl. Sandat, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
842,Liberty Dive Resort,"Jl. Amlapura Singaraja, Tulamben, Kec. Kubu, Kabupaten Karangasem, Bali 80853, Indonesia",Karangasem,Karangasem,,,Stays,,
843,Sing sing Residence,"Jl. Mahendradatta Selatan No.9, Padangsambian, Kec. Denpasar Bar., Kota Denpasar, Bali 80117, Indonesia",Selat,Denpasar,,,Stays,,
844,Sayang Residence I,"Jl. Bedugul No.25A, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali 80224, Indonesia",Selat,Denpasar,,,Stays,,
845,Bali Nusa Cottage,"Unnamed Road, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
846,The Ayudya Gelogor Carik,"Jl. Glogor Carik No.324, Pemogan, Denpasar Selatan, Kota Denpasar, Bali 80221, Indonesia",Selat,Denpasar,,,Stays,,
847,deSeruni Guest House,"Jln. Pondok Asri II No. 9 Tegal Jaya, Jl. Raya Padang Luwih, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
848,BB Homestay Two,"Jl. Labuansait No.10, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
849,Green Palace Homestay Nusa Penida,"Batununggul, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
850,The Puncak Santhi Inn,"Jl. Puncak Sari Mentigi Nusa Penida, Batununggul, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
851,Nyuh Gading Bungalow,"Jalan Crystal Bay Beach, Banjar, Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Banjar,Klungkung,,,Stays,,
852,Sanur Ayu Hotel,"Jl. Bypass Ngurah Rai No.316, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
853,Doubleyou Home Stay Pemuteran,"Jl. Singaraja-Gilimanuk, Pemuteran, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155, Indonesia",Buleleng,Buleleng,,,Stays,,
854,Sukanusa Luxury Huts,"8FJ2+929, Jl. Jungutbatu, Jungutbatu, Lembongan Island, Kabupaten Klungkung, Bali 80571, Indonesia",Klungkung,Klungkung,,,Stays,,
855,Kerti Beach Bungalow and Restaurant,"FG96+V25, Padangbai, Manggis, Karangasem, Bali 80871, Indonesia",Karangasem,Karangasem,,,Stays,,
856,Madu Sari Hotel Kintamani,"Jl. Raya Penelokan, Batur Tengah, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",Bangli,Bangli,,,Stays,,
857,The Somayan Bungalows,"Desa Batu Lapan, Suana, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
858,Bhuwana Ubud Hotel and Farming,"Jl. Raya Pengosekan Kumbuh - Mas No.Br, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
859,Sari Indah Cottages,"Jl. Benesari, Kuta, Kec. Kuta, bali, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
860,Puri Sading Hotel,"Jl. Danau Tamblingan No.102, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
861,Teba House Bisma Ubud,"Jl. Bisma, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
862,Wahyu Masari Homestay Penida,"Sakti, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
863,The Banana House Nusa Penida,"Jl. Raya Klumpu - Toya Pakeh, Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
864,The Niti Hut's Lembongan,"Dream Beach Street Lembongan, Jungutbatu, Lembongan, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
865,Ubud Sari Health Resort,"Jl. Kajeng No.35, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
866,Bale Bali House,"Jl. Sugriwa, Padang Tegal, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
867,Kondra Premiere Guest House,"Jl. Benesari Gg. Arjuna No.1, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
868,Kememai Hostel,"Jl. Nyuh Gading No.1, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
869,Taxa Uma,"Jl. Tegal Wangi No.18, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
870,THE AYUDYA PURA DEMAK,"Jl. Pura Demak No.27, Pemecutan Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80119, Indonesia",Denpasar Barat,Denpasar,,,Stays,,
871,The Ocean Sunset Villas Ceningan,"7CVQ+WV4, Pulau Ceningan, Lembongan, Klungkung, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
872,The Nicho's Bungalows & Villas,"Mushroom Beach Nusa Lembongan Jungutbatu, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
873,Gedhong Hostel,"Kutampi Kaler, Nusa Penida, Klungkung, Bali 80771, Indonesia",Kuta,Klungkung,,,Stays,,
874,Hotel Mawar II Denpasar,"JL. Mayjen Sutoyo No.16, Banjar Gemeh, Denpasar Barat - Bali 80114, Dauh Puri Kangin, Kec. Denpasar Bar., Kota Denpasar, Bali 80232, Indonesia",Banjar,Denpasar,,,Stays,,
875,Cool Breeze Bungalow Nusa Penida,"8GC8+6PR, Jalan, Buyuk, Ped, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
876,Mekar Jaya Bungalows,"Jl. Benesari No.6, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
877,Van Santri Homestay Pemuteran,"Pemuteran, Gerokgak, Buleleng, Bali 81155, Indonesia",Buleleng,Buleleng,,,Stays,,
878,LaGriya Guest House,"Jl. Gemitir No.45, Kesiman Kertalangu, Kec. Denpasar Tim., Kota Denpasar, Bali 80237, Indonesia",Denpasar Timur,Denpasar,,,Stays,,
879,Putri Homestay,"Jl. Danau Tamblingan No.65, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Denpasar Selatan,Denpasar,,,Stays,,
880,Kubu Turah Homestay,"Jalan Pasir Putih No.25 Kedonganan, Jimbaran, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
881,Uma Kutuh Bungalow,"Jl. Tirta Tawar No.70, Kutuh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
882,OYO 90089 Hotel Satria Syariah,"Jl. Yudistira No.30, Dangin Puri Kauh, Kec. Denpasar Utara, Kota Denpasar, Bali 80233, Indonesia",Denpasar Utara,Denpasar,,,Stays,,
883,Buda Cottage Ubud,"Jl. Raya Laplapan, Pejeng Kawan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80552, Indonesia",Ubud,Gianyar,,,Stays,,
884,Omah Nusa Villa,"Jl. Raya Toya Pakeh - Ped, Kp. Toyapakeh, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Nusa Penida,Klungkung,,,Stays,,
885,Ninja Suite Villa,"Jl. Sekar Tunjung V, Kesiman Kertalangu, Kec. Denpasar Tim., Kota Denpasar, Bali 80237, Indonesia",Denpasar Timur,Denpasar,,,Stays,,
886,Matta Lodge Bali,"Jl. Danau Batur Timur No.C/10, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
887,Bulan Bali Homestay & Hostel,"Jl. Cok Gede Rai Banjar Tengah Kauh, Gang Ante Kangin n 0.5, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 90571, Indonesia",Banjar,Gianyar,,,Stays,,
888,Ramaya Ubud View by EPS,"Jl. RY Dalem, Kelusa, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Ubud,Gianyar,,,Stays,,
889,Ubud Canti Accommodation,"Jl. A.A. Gede Rai, Lodtunduh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80361, Indonesia",Ubud,Gianyar,,,Stays,,
890,Eliska Sari Bungalows,"RJX8+F7C, Jalan Taman Sumberkesambi, Sumberkima, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155, Indonesia",Buleleng,Buleleng,,,Stays,,
891,Bulan Bali Hostel,"Jl. Sukma Kesuma, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
892,Askara Guest House & Hostel,"Jl. Tirta Tawar, Kutuh Kaja, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
893,The Calna Villa Bali,"Jl. Raya Kuta No.72, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
894,Artaloka Hotel Penida,"7F3R+7CQ, Bunga Mekar, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
895,The Calna Villa Bali,"Jl. Raya Kuta No.72, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
896,Artaloka Hotel Penida,"7F3R+7CQ, Bunga Mekar, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
897,Delight ART Villas,"Jl. Laksmana Gg. Putu, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
898,The Garuda Homestay Sanur,"8733+677, Jl. Tunggak Bingin, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
899,Castaway Resort Lembongan,"Mushroom Bay, Jl Mushroom Bay, Nusa, Lembongan, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
900,"Dua Dari, a Residence by Hadiprana","Jl. Gn. Sari, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
901,Sebuluh Sunset Hill Penida,"Unnamed Road, Bunga Mekar, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
902,The Bhaswara Ubud,"Jl. Dewi sri, Banjar Jl. Raya Kengetan, Singakerta, Kec. Sukawati, Kabupaten Gianyar, Bali 80571, Indonesia",Banjar,Gianyar,,,Stays,,
903,The Kd Suites & Coffee Shop,"9464+HPX, Jl. Pantai Mengening, Cemagi, Kec. Mengwi, Kabupaten Badung, Bali, Indonesia",Mengwi,Badung,,,Stays,,
904,Villa Paradise Uluwatu,"Jl. Taman Paradise No.3, Ungasan, Kec. Kuta Sel., Balangan - Uluwatu, Bali 80632, Indonesia",Kuta,Badung,,,Stays,,
905,Aventus Resort Ubud,"Jalan Pura Prajapati, Banjar Tangkup, Kedisan, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Banjar,Gianyar,,,Stays,,
906,Prayatna Villas,"Jl. Br Jasan No.16, Sebatu, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Ubud,Gianyar,,,Stays,,
907,Lovina Beach 1 & 2,"Lovina Beach, Anturan, Buleleng, Buleleng, Bali, Indonesia",Buleleng,Buleleng,,,Stays,,
908,"Dua Dari, a Residence by Hadiprana","Jl. Gn. Sari, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
909,Sebuluh Sunset Hill Penida,"Unnamed Road, Bunga Mekar, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
910,GK Bali Resort,"Jl. Ume Kelod, Sebatu, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Ubud,Gianyar,,,Stays,,
911,Amala Villas Ubud,"Banjar Dinas, Jl. Raya Sebali, Keliki, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Banjar,Gianyar,,,Stays,,
912,Danakha Villa Ubud,"Banjar Dukuh, Jl. Raya Kenderan, Tegallalang, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Banjar,Gianyar,,,Stays,,
913,The Sagara Penida,"Jl. Batu Nunggal-Suana, Suana, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
914,The Royal Santrian,"Nusa Dua, Jl. Pratama, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
915,Kelingking Sunset Point Hotel & Spa,"Jl. Pantai Kelingking, Karang Dawa, Bunga Mekar, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
916,GK Bali Resort,"Jl. Ume Kelod, Sebatu, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Ubud,Gianyar,,,Stays,,
917,The Sayan House,"Jl. Raya Sayan No.70, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
